"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","RT @CheriseBurda: How other cities govern transit.  Lessons from Vancouver, Denver and NYC: “Don’t create another agency”. https://t.co/6kC…",FALSE,0,NA,2017-11-30 23:59:58,FALSE,NA,"936384338093948928",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RichardJoyTO",4,TRUE,FALSE,NA,NA
"2","RT @ATVSPoseur: He hit a home run once when talking to the umpire as the ball was pitched. That throw out of Harold Reynolds. That amazing…",FALSE,0,NA,2017-11-30 23:59:41,FALSE,NA,"936384266765787137",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","gjcrayson",1,TRUE,FALSE,NA,NA
"3","@jakemiller See you Denver, Salt Lake City and Chicago!!",FALSE,1,"jakemiller",2017-11-30 23:59:39,FALSE,"936384140664074241","936384262344978434","232376381","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MillersMyDrug",0,FALSE,FALSE,NA,NA
"4","#1 ranked Denver takes the mat shortly, time to put on a show! #milewidepride #dcnation @THwrestler69 https://t.co/oql5sIPTpK",FALSE,10,NA,2017-11-30 23:59:36,FALSE,NA,"936384247719497728",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RandyLe10872474",1,FALSE,FALSE,NA,NA
"5","@MilesKennelly @vandyjsexton this boy is in denver lol",FALSE,2,"MilesKennelly",2017-11-30 23:59:35,FALSE,"936381221029912576","936384244062081024","1495965494","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PAULTHECANONXXX",1,FALSE,FALSE,NA,NA
"6","denver max https://t.co/M8ejF7u3jv",FALSE,0,NA,2017-11-30 23:59:29,FALSE,NA,"936384220070666241",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","sashabalor69",0,FALSE,FALSE,NA,NA
"7","Eli to Denver would = superbowl",FALSE,2,NA,2017-11-30 23:59:01,FALSE,NA,"936384100566552576",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Benjamin_Burns_",0,FALSE,FALSE,NA,NA
"8","https://t.co/PasMIzdM4T",FALSE,0,NA,2017-11-30 23:59:00,FALSE,NA,"936384095684317184",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","COAutoFinders",0,FALSE,FALSE,NA,NA
"9","Vegas bound tomorrow and then off to Denver! <U+2708><U+FE0F>",FALSE,1,NA,2017-11-30 23:58:52,FALSE,NA,"936384064713506816",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","djbling",0,FALSE,FALSE,NA,NA
"10","RT @SunDevilHoops: Congratulations to @asu_alumni Fat Lever who will have his Nuggets jersey retired this Saturday in Denver. Fat's number…",FALSE,0,NA,2017-11-30 23:58:42,FALSE,NA,"936384020413161472",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","forkemdevilz",22,TRUE,FALSE,NA,NA
"11","Oooooooon to the next one, on to the next. Yo Cali, Vegas, Denver.... check you in a few son. When I touch down, ma… https://t.co/CnJY2ecpzk",FALSE,0,NA,2017-11-30 23:58:35,TRUE,NA,"936383989883031553",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BRAZIL_SS",0,FALSE,FALSE,NA,NA
"12","3 new homeless shelters open in Denver ahead of the winter season: https://t.co/uGjC4yHOT3 #Denver7 https://t.co/Zu1QNAsSD3",FALSE,6,NA,2017-11-30 23:58:33,FALSE,NA,"936383985340465152",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","DenverChannel",0,FALSE,FALSE,NA,NA
"13","@JoseGuapo DENVER CO MY G  pleaseeeeee!!!!",FALSE,0,"JoseGuapo",2017-11-30 23:58:33,FALSE,"936120895281778688","936383984329732101","108788135","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MAmartinez420",1,FALSE,FALSE,NA,NA
"14","RT @bluelivesmtr: BOLO DENVER: Let's get this scumbag who shot at a Thornton police officer this morning. 
https://t.co/6r9vV2e0tf",FALSE,0,NA,2017-11-30 23:58:33,FALSE,NA,"936383981527986177",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","NPazderski",61,TRUE,FALSE,NA,NA
"15","RT @jakek: Hey Colorado, skip work on Monday and come to my Design Sprint Workshop in Denver! <U+26A1><U+FE0F><U+270D><U+FE0F><U+23F2><U+FE0F><ed><U+00A0><U+00BD><ed><U+00B8><U+0084>

I won't tell.

https://t.co/SXkZueLx…",FALSE,0,NA,2017-11-30 23:58:31,FALSE,NA,"936383976280809472",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_JakeTaylor",6,TRUE,FALSE,NA,NA
"16","@ColemanJM73 @Natediz702 @JonRothstein Vegas is so great he moved to Denver....",FALSE,0,"ColemanJM73",2017-11-30 23:58:31,FALSE,"936382707180888064","936383976238858240","488849820","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mar1ne0811",0,FALSE,FALSE,NA,NA
"17","RT @monxxbeats: My opening for DENVER LAST NIGHT!!! <ed><U+00A0><U+00BD><ed><U+00B8><U+00BB> @herobust &amp; MONXX - GIANT SQUIDDIM (@BandlezMusic remix) into @Midnightasaurus - Supr…",FALSE,0,NA,2017-11-30 23:58:28,FALSE,NA,"936383964486410240",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nikasaurus5446",291,TRUE,FALSE,NA,NA
"18","Live stream Denver Nuggets vs. Chicago Bulls https://t.co/La6qLEs3NF",FALSE,0,NA,2017-11-30 23:58:18,FALSE,NA,"936383919632584704",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","livesport24h",0,FALSE,FALSE,NA,NA
"19","Pensar que si no fuera por Denver ya estaria en vacasiones posta ele pe eme",FALSE,0,NA,2017-11-30 23:58:16,FALSE,NA,"936383910367383554",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Anto_AlvareZzz",0,FALSE,FALSE,NA,NA
"20","RT @DenverZoo: Want to wish a bison a happy #NationalBisonMonth in person? There are several bison herds in the Denver Metro Area. Click he…",FALSE,0,NA,2017-11-30 23:58:13,FALSE,NA,"936383898388389889",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","bondsue609",11,TRUE,FALSE,NA,NA
"21","RT @BitchestheCat: New study finds CBS Denver should shut their blasphemous mouths. https://t.co/oSdPmid0mv",FALSE,0,NA,2017-11-30 23:58:12,FALSE,NA,"936383895490179074",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","catystrophia",194,TRUE,FALSE,NA,NA
"22","RT @YouAintABarbie: There’s now a Sudanese restaurant in Denver and I’m excited for it <ed><U+00A0><U+00BD><ed><U+00B4><U+00A5><ed><U+00A0><U+00BD><ed><U+00B4><U+00A5><ed><U+00A0><U+00BD><ed><U+00B4><U+00A5> https://t.co/69pA67yghm",FALSE,0,NA,2017-11-30 23:58:10,FALSE,NA,"936383889139838976",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nora_fathe",7,TRUE,FALSE,NA,NA
"23","6 metro-Denver housing projects awarded coveted tax credits https://t.co/6O2GHkZKEd",FALSE,0,NA,2017-11-30 23:58:06,FALSE,NA,"936383870781366272",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","DENSmallBiz",0,FALSE,FALSE,NA,NA
"24","Denver Nuggets - Chicago Bulls, en directo https://t.co/pHwB3v0AcY",FALSE,0,NA,2017-11-30 23:58:06,FALSE,NA,"936383870693511169",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","prz_huerta",0,FALSE,FALSE,NA,NA
"25","RT @SunDevilHoops: Congratulations to @asu_alumni Fat Lever who will have his Nuggets jersey retired this Saturday in Denver. Fat's number…",FALSE,0,NA,2017-11-30 23:58:02,FALSE,NA,"936383851743596545",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NewEnglandDevil",22,TRUE,FALSE,NA,NA
"26","#Mortgage #InterestRates Are Going Up… Should I Wait to Buy? #RealEstateTips #Denver #CO https://t.co/oh3emB5c7a https://t.co/IaskLgTNI5",FALSE,0,NA,2017-11-30 23:58:01,FALSE,NA,"936383848694337537",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","TheRedDoorGroup",0,FALSE,FALSE,NA,NA
"27","RT @CBSDenver: In-N-Out Burger Coming To Colorado https://t.co/vBqnXVO7XL https://t.co/xuEEMjwKjK",FALSE,0,NA,2017-11-30 23:57:56,FALSE,NA,"936383827618025472",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","303SnowWolf",429,TRUE,FALSE,NA,NA
"28","@MiamiDolphins @HardRockStadium A winnable game Miami, given the problems Denver has, but alas, you have your own problems!",FALSE,0,"MiamiDolphins",2017-11-30 23:57:54,FALSE,"936361718023725056","936383821469057027","19853312","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","petersabuchan1",0,FALSE,FALSE,NA,NA
"29","RT @PreludePress: PHOTOS: @SETTOSTUNband &amp; @NRTHRNGHST last night at @marquis_theater in Denver: https://t.co/3PVKf4UiSb https://t.co/OjTYN…",FALSE,0,NA,2017-11-30 23:57:52,FALSE,NA,"936383811818086402",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KennyP_Says",5,TRUE,FALSE,NA,NA
"30","@AustenKreie You told us the Denver Broncos were going undefeated so your opinion holds no value",FALSE,16,"AustenKreie",2017-11-30 23:57:45,FALSE,"936382522656559104","936383781782503424","395978440","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Edward40handzzz",1,FALSE,FALSE,NA,NA
"31","@FakeDManning I’m going to have go to Denver this summer just to try it. Still nothing in Kansas City",FALSE,0,"FakeDManning",2017-11-30 23:57:44,FALSE,"936350905045274624","936383778506838016","434666376","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SherriStatham",0,FALSE,FALSE,NA,NA
"32","<U+25BA>2009 GMC Sierra 1500 - WHITE contractor finance*remote START*DOWN PAY (303-425-8707 buy here pay here) $2500 https://t.co/aA5rKs7vsl",FALSE,0,NA,2017-11-30 23:57:41,FALSE,NA,"936383764892209152",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","slvdot",0,FALSE,FALSE,NA,NA
"33","*2006* *SCION* *XA* you drive now! BAD CREDIT OK down pay (303-425-8707 https://t.co/q71qKyxxqY) $950 https://t.co/fAqteZLDv0",FALSE,0,NA,2017-11-30 23:57:40,FALSE,NA,"936383761847078914",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","slvdot",0,FALSE,FALSE,NA,NA
"34","2004 CHEVROLET SILVERADO EX CAB 4WD*work truCk work ready MONTH PAY (303-425-707 ADAMS DENVER COMMERCE CITY) $275 https://t.co/GM04iFinM9",FALSE,0,NA,2017-11-30 23:57:39,FALSE,NA,"936383757975801857",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","slvdot",0,FALSE,FALSE,NA,NA
"35","@WWIIFelger If forehead had to play in that offense, would Cocksmear dig up an obscure horseshit stat to save his i… https://t.co/yxPXrHH7Vs",FALSE,2,"WWIIFelger",2017-11-30 23:57:33,TRUE,"936285402130014209","936383730243002373","2840740269","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BasalygaAlex",0,FALSE,FALSE,NA,NA
"36","RT @Goombaaabeth: Some losers in Denver tried ordering 4 fucken iPhone 8s from our ATT account. We canceled it and we gonna send them dog s…",FALSE,0,NA,2017-11-30 23:57:31,FALSE,NA,"936383721686495233",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nomiz87",1,TRUE,FALSE,NA,NA
"37","Today's NBA Picks: 9:08 PM EST - Chicago Bulls vs. Denver Nuggets - 35 PICKS AVAILABLE (4 FREE) - https://t.co/H1wigXuWRo",FALSE,0,NA,2017-11-30 23:57:28,FALSE,NA,"936383710898937856",NA,"<a href=""https://www.cappertek.com"" rel=""nofollow"">cappertekTwitterAPI</a>","cappertek",0,FALSE,FALSE,NA,NA
"38","RT @jakek: Hey Colorado, skip work on Monday and come to my Design Sprint Workshop in Denver! <U+26A1><U+FE0F><U+270D><U+FE0F><U+23F2><U+FE0F><ed><U+00A0><U+00BD><ed><U+00B8><U+0084>

I won't tell.

https://t.co/SXkZueLx…",FALSE,0,NA,2017-11-30 23:57:27,FALSE,NA,"936383705903521792",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ChangeTheLens",6,TRUE,FALSE,NA,NA
"39","RT @CBSDenver: In-N-Out Burger Coming To Colorado https://t.co/vBqnXVO7XL https://t.co/xuEEMjwKjK",FALSE,0,NA,2017-11-30 23:57:24,FALSE,NA,"936383692863344642",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CharlieHovasse",429,TRUE,FALSE,NA,NA
"40","RT @Denvercfos: FOUR amazingly talented children's book illustrators &amp; author/illustrators are coming to Denver's Children's Festival of St…",FALSE,0,NA,2017-11-30 23:57:21,FALSE,NA,"936383679462440960",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","stan_yan",5,TRUE,FALSE,NA,NA
"41","John Denver &amp; The Muppets - 12 Days of Christmas https://t.co/fMbncEwJiA via @YouTube",FALSE,0,NA,2017-11-30 23:57:20,FALSE,NA,"936383676539060224",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","marcosarellano",0,FALSE,FALSE,NA,NA
"42","welcome to denver @JoeBiden <ed><U+00A0><U+00BE><ed><U+00B4><U+0093><ed><U+00A0><U+00BD><ed><U+00B9><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BD><ed><U+00B2><U+0095> https://t.co/W6r71SfETw",FALSE,2,NA,2017-11-30 23:57:18,FALSE,NA,"936383667970043904",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","merfyleaf",0,FALSE,FALSE,NA,NA
"43","If my fall didn't consist of traveling to Denver, Missouri, Brooklyn, Austin TX, and Columbia for home games my ban… https://t.co/Li4eWppt8d",FALSE,6,NA,2017-11-30 23:57:16,TRUE,NA,"936383662425280512",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Big_Eazzzzy",0,FALSE,FALSE,NA,NA
"44","@HawkCop I’m going to Denver at Orlando! Wish it were the Sonics....",FALSE,0,"HawkCop",2017-11-30 23:57:16,FALSE,"936376299500605440","936383659325526016","338528826","<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","MicahBrunner",0,FALSE,FALSE,NA,NA
"45","The train from downtown Denver to the airport smells like pot.",FALSE,4,NA,2017-11-30 23:57:02,FALSE,NA,"936383603902119936",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","katearoni2",0,FALSE,FALSE,NA,NA
"46","@jschroe36 Why on earth would you think I don't think this also applies to Martin in '05 or Harris in Seattle or Do… https://t.co/XlGIa6Drxe",FALSE,0,"jschroe36",2017-11-30 23:56:59,TRUE,"936383033858392064","936383587221467137","2316229286","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","AdamHarstad",0,FALSE,FALSE,NA,NA
"47","I'm sorry...what? |One Denver Coffee Shop's Sign Has The Internet Wondering When Gentrification Became A Laughing M… https://t.co/xxeW9gPitM",FALSE,2,NA,2017-11-30 23:56:57,TRUE,NA,"936383581051596800",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","acarrolldesign",0,FALSE,FALSE,NA,NA
"48","@baskincase where else are they gonna recruit? Denver has the entire western half of the country on lock",FALSE,0,"baskincase",2017-11-30 23:56:52,FALSE,"936383412457361413","936383558830252033","403795281","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","LetsGoDU",0,FALSE,FALSE,NA,NA
"49","RT @CBSDenver: In-N-Out Burger Coming To Colorado https://t.co/vBqnXVO7XL https://t.co/xuEEMjwKjK",FALSE,0,NA,2017-11-30 23:56:40,FALSE,NA,"936383511103127552",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","EstherThree",429,TRUE,FALSE,NA,NA
"50","RT @CBSDenver: In-N-Out Burger Coming To Colorado https://t.co/vBqnXVO7XL https://t.co/xuEEMjwKjK",FALSE,0,NA,2017-11-30 23:56:37,FALSE,NA,"936383496448126977",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","brittsolis23",429,TRUE,FALSE,NA,NA
"51","RT @CBSDenver: In-N-Out Burger Coming To Colorado https://t.co/vBqnXVO7XL https://t.co/xuEEMjwKjK",FALSE,0,NA,2017-11-30 23:56:32,FALSE,NA,"936383477364199424",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BlastInUhGlas__",429,TRUE,FALSE,NA,NA
"52","DENVER ENGAGED COUPLES: Join us on Jan 17 or Feb 22 for some fun, wedding planning and expert… https://t.co/w0kilm5xUo",FALSE,1,NA,2017-11-30 23:56:28,FALSE,NA,"936383459492225024",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","eventselevated",0,FALSE,FALSE,"-104.9863269","39.7313206"
"53","RT @loiscreamer: Great read! Seven Deadly Referral Sins | Sales Training Seminars, Workshops &amp; Keynotes by Don Cooper, The Sales Heretic™ |…",FALSE,0,NA,2017-11-30 23:56:23,FALSE,NA,"936383436696293377",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JackKlemeyer",1,TRUE,FALSE,NA,NA
"54","totalmente enamorada de Denver #LaCasaDePapel <ed><U+00A0><U+00BD><ed><U+00B2><U+0096>",FALSE,0,NA,2017-11-30 23:56:20,FALSE,NA,"936383426000801794",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","saaritaap25",0,FALSE,FALSE,NA,NA
"55","RT @CBSDenver: In-N-Out Burger Coming To Colorado https://t.co/vBqnXVO7XL https://t.co/xuEEMjwKjK",FALSE,0,NA,2017-11-30 23:56:19,FALSE,NA,"936383421873573895",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NoJuiceDonnie",429,TRUE,FALSE,NA,NA
"56","when you hear a favorite song on a film .. and start singing .. 
John Denver - Take Me Home, Country Roads… https://t.co/xD7ImlvqF1",FALSE,0,NA,2017-11-30 23:56:18,TRUE,NA,"936383417570287616",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ahmed_j22",0,FALSE,FALSE,NA,NA
"57","Help make it happen for Judith Walsh Adopt-A-Con on @indiegogo https://t.co/5wNdv2dTul August 11-12 2017 Denver, CO https://t.co/fN9I6pskYJ",FALSE,1,NA,2017-11-30 23:56:17,FALSE,NA,"936383412138491904",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","d_walsh101",0,FALSE,FALSE,NA,NA
"58","Chicago to Denver, Colorado (and vice versa) for only $78 roundtrip with United. https://t.co/G0NMZU2Cop",FALSE,0,NA,2017-11-30 23:56:16,FALSE,NA,"936383410175651840",NA,"<a href=""http://toplocalnow.com/us/denver"" rel=""nofollow"">Denver Now</a>","DenverCP",0,FALSE,FALSE,NA,NA
"59","RT @CoachBullen: Lady Lions beat Andrews 65-33 in  Denver City Tourney- Lauren Catherman breaks TC scoring record with 41pt, great team eff…",FALSE,0,NA,2017-11-30 23:56:11,FALSE,NA,"936383386465300482",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NickCatherman",15,TRUE,FALSE,NA,NA
"60","RT @bluelivesmtr: BOLO DENVER: Let's get this scumbag who shot at a Thornton police officer this morning. 
https://t.co/6r9vV2e0tf",FALSE,0,NA,2017-11-30 23:56:07,FALSE,NA,"936383371030253569",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BigFrank178",61,TRUE,FALSE,NA,NA
"61","RT @MikeDorning: BREAKING: Treasury Department Inspector General has opened inquiry on why tax analysis hasn't been released to the public,…",FALSE,0,NA,2017-11-30 23:56:04,FALSE,NA,"936383358405365767",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Denver_Brennan",9595,TRUE,FALSE,NA,NA
"62","New tip - Denver Broncos @ Miami Dolphins https://t.co/9y4ztvM2J3 #tipstrr",FALSE,2,NA,2017-11-30 23:56:01,FALSE,NA,"936383345931403264",NA,"<a href=""http://www.tipstrrengine.com/"" rel=""nofollow"">Tipstrr</a>","BetCatalyst",2,FALSE,FALSE,NA,NA
"63","RT @bluelivesmtr: BOLO DENVER: Let's get this scumbag who shot at a Thornton police officer this morning. 
https://t.co/6r9vV2e0tf",FALSE,0,NA,2017-11-30 23:55:45,FALSE,NA,"936383280877891586",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","exec915",61,TRUE,FALSE,NA,NA
"64","#Broncos players are excited about In-N-Out Burger coming to Colorado <ed><U+00A0><U+00BC><ed><U+00BD><U+0094> https://t.co/uakeTEq70N",FALSE,9,NA,2017-11-30 23:55:42,FALSE,NA,"936383267560935425",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","TheBroncosWire",3,FALSE,FALSE,NA,NA
"65","RT @CillizzaCNN: B-r-u-t-a-l https://t.co/PdJaRtZuRw",FALSE,0,NA,2017-11-30 23:55:40,FALSE,NA,"936383257641447424",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Denver_Brennan",185,TRUE,FALSE,NA,NA
"66","RT @denverpost: In-N-Out is really, truly coming to Colorado https://t.co/n0zkJSePAZ",FALSE,0,NA,2017-11-30 23:55:37,FALSE,NA,"936383244118794241",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","alecorme8",163,TRUE,FALSE,NA,NA
"67","RT @bluelivesmtr: BOLO DENVER: Let's get this scumbag who shot at a Thornton police officer this morning. 
https://t.co/6r9vV2e0tf",FALSE,0,NA,2017-11-30 23:55:31,FALSE,NA,"936383220798689281",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Forbespaula",61,TRUE,FALSE,NA,NA
"68","RT @FatesAndFuries: On a day when a lot of his constituents really want to talk to him about the #TrumpTaxScam @SenCoryGardner has closed h…",FALSE,0,NA,2017-11-30 23:55:19,FALSE,NA,"936383168373858304",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","elephant1417",53,TRUE,FALSE,NA,NA
"69","Hot 103 Jamz, Capitol Federal, and Stateline Chrysler - Dodge - Jeep and Ram want to send you to see the Chiefs tak… https://t.co/y9EU5EbZVR",FALSE,0,NA,2017-11-30 23:55:10,TRUE,NA,"936383133901119488",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","Hot103Jamz",0,FALSE,FALSE,NA,NA
"70","RT @ScottBarrettDFB: Denver Broncos
2016: 69.2 Opposing Passer Rating (1st/32)
2017: 102.7 Opposing Passer Rating (29th/32)",FALSE,0,NA,2017-11-30 23:55:10,FALSE,NA,"936383131774607360",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mcguigas",10,TRUE,FALSE,NA,NA
"71","RT @BitchestheCat: New study finds CBS Denver should shut their blasphemous mouths. https://t.co/oSdPmid0mv",FALSE,0,NA,2017-11-30 23:55:10,FALSE,NA,"936383131099320320",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DoubleChinner",194,TRUE,FALSE,NA,NA
"72","We LOVE this time of year! <ed><U+00A0><U+00BC><ed><U+00BC><U+00A0><ed><U+00A0><U+00BD><ed><U+00B3><U+00B7>: @raynalayna #Repost #Denver #DenverHighlands #HighlandsSquare #lifeafterlodo… https://t.co/sUAwFf8F0F",FALSE,1,NA,2017-11-30 23:55:06,TRUE,NA,"936383115743899648",NA,"<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","highlands32apts",0,FALSE,FALSE,NA,NA
"73","RT @bluelivesmtr: BOLO DENVER: Let's get this scumbag who shot at a Thornton police officer this morning. 
https://t.co/6r9vV2e0tf",FALSE,0,NA,2017-11-30 23:55:00,FALSE,NA,"936383091035328513",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","franklawnz",61,TRUE,FALSE,NA,NA
"74","Yea Denver be trippin sometimes.. the ppl here hate outta state folks but I’m down https://t.co/Hvh5ui9Zsi",FALSE,0,NA,2017-11-30 23:54:57,FALSE,NA,"936383078569857025",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","YeezyTaughtMe6",0,FALSE,FALSE,NA,NA
"75","RT @CityofDenver: Are your holiday lights broken or impossibly tangled? This holiday season, Denver residents can drop off and recycle thei…",FALSE,0,NA,2017-11-30 23:54:53,FALSE,NA,"936383061851193344",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","16thStMALL",4,TRUE,FALSE,NA,NA
"76","Slänger in några slantar på Denver Nuggets Över 111p @ 1.91 också. Jag kan absolut ingenting om basket så detta gru… https://t.co/yMQASvMvw7",FALSE,0,"Gamb_Ling365",2017-11-30 23:54:51,TRUE,"936376577230852096","936383053164924928","786623712367968256","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Gamb_Ling365",0,FALSE,FALSE,NA,NA
"77","@AdamHarstad How does this not apply to Martin in '05 or Harris in Seattle or Dorsett in Denver, or legions of othe… https://t.co/Z3ziG28ny7",FALSE,0,"AdamHarstad",2017-11-30 23:54:47,TRUE,"936382286227963904","936383033858392064","181039444","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jschroe36",0,FALSE,FALSE,NA,NA
"78","on Denver light rail the rows face each other and the guy in front of me is a giant white dude in a trucker hat rapping. What do I do",FALSE,8,NA,2017-11-30 23:54:37,FALSE,NA,"936382994280980481",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","IAmSpilly",0,FALSE,FALSE,NA,NA
"79","Denver #Broncos 2018 Mock Draft: 7 Rounds 

STORY via @ErickTrickel: https://t.co/vbfvRKcYMF https://t.co/3A8SsImUCm",FALSE,4,NA,2017-11-30 23:54:35,FALSE,NA,"936382984902426624",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","MileHighHuddle",1,FALSE,FALSE,NA,NA
